Name;Set;Types;Cost;Text;Actions / Villagers;Cards;Buys;Coins / Coffers;Trash / Return;Exile;Junk;Gain;Victory Points;IsLandscape;IsOtherThing;IsInSupply;ImagePath
Magic Lamp;Nocturne;Treasure - Heirloom;$0;$1When you play this, if there are at least 6 cards that you have exactly 1 copy of in play, trash this. If you do, gain 3 Wishes from their pile.;;;;+$1;Self?;;;3?;;;;;card_pictures/Nocturne/Magic_Lamp.jpg
Goat;Nocturne;Treasure - Heirloom;$2;$1When you play this, you may trash a card from your hand.;;;;+$1;1?;;;;;;;;card_pictures/Nocturne/Goat.jpg
Pasture;Nocturne;Treasure - Victory - Heirloom;$2;$1Worth 1VP per Estate you have.;;;;+$1;;;;;XVP;;;;card_pictures/Nocturne/Pasture.jpg
Pouch;Nocturne;Treasure - Heirloom;$2;$1+1 Buy;;;+1;+$1;;;;;;;;;card_pictures/Nocturne/Pouch.jpg
Cursed Gold;Nocturne;Treasure - Heirloom;$4;$3When you play this, gain a Curse.;;;;+$3;;;Self;;;;;;card_pictures/Nocturne/Cursed_Gold.jpg
Lucky Coin;Nocturne;Treasure - Heirloom;$4;$1When you play this, gain a Silver.;;;;+$1;;;;1;;;;;card_pictures/Nocturne/Lucky_Coin.jpg
The Earth's Gift;Nocturne;Boon;;You may discard a Treasure to gain a card costing up to $4.;;-1?;;;;;;1?;;;;;card_pictures/Nocturne/The_Earth's_Gift.jpg
The Field's Gift;Nocturne;Boon;;+1 Action+$1(Keep this until Clean-up.);+1;;;+$1;;;;;;;;;card_pictures/Nocturne/The_Field's_Gift.jpg
The Flame's Gift;Nocturne;Boon;;You may trash a card from your hand.;;;;;1?;;;;;;;;card_pictures/Nocturne/The_Flame's_Gift.jpg
The Forest's Gift;Nocturne;Boon;;+1 Buy+$1(Keep this until Clean-up.);;;+1;+$1;;;;;;;;;card_pictures/Nocturne/The_Forest's_Gift.jpg
The Moon's Gift;Nocturne;Boon;;Look through your discard pile. You may put a card from it onto your deck.;;;;;;;;;;;;;card_pictures/Nocturne/The_Moon's_Gift.jpg
The Mountain's Gift;Nocturne;Boon;;Gain a Silver.;;;;;;;;1;;;;;card_pictures/Nocturne/The_Mountain's_Gift.jpg
The River's Gift;Nocturne;Boon;;+1 Card at the end of this turn.(Keep this until Clean-up.);;N +1;;;;;;;;;;;card_pictures/Nocturne/The_River's_Gift.jpg
The Sea's Gift;Nocturne;Boon;;+1 Card;;+1;;;;;;;;;;;card_pictures/Nocturne/The_Sea's_Gift.jpg
The Sky's Gift;Nocturne;Boon;;You may discard 3 cards to gain a Gold.;;-3?;;;;;;1?;;;;;card_pictures/Nocturne/The_Sky's_Gift.jpg
The Sun's Gift;Nocturne;Boon;;Look at the top 4 cards of your deck. Discard any number of them and put the rest back in any order.;;;;;;;;;;;;;card_pictures/Nocturne/The_Sun's_Gift.jpg
The Swamp's Gift;Nocturne;Boon;;Gain a Will-o'-Wisp from its pile.;;;;;;;;1;;;;;card_pictures/Nocturne/The_Swamp's_Gift.jpg
The Wind's Gift;Nocturne;Boon;;+2 CardsDiscard 2 cards.;;+2,-2;;;;;;;;;;;card_pictures/Nocturne/The_Wind's_Gift.jpg
Bad Omens;Nocturne;Hex;;Put your deck into your discard pile. Look through it and put 2 Coppers from it onto your deck (or reveal you can't).;;;;;;;;;;;;;card_pictures/Nocturne/Bad_Omens.jpg
Delusion;Nocturne;Hex;;If you don't have Deluded or Envious, take Deluded.;;;;;;;;;;;;;card_pictures/Nocturne/Delusion.jpg
Envy;Nocturne;Hex;;If you don't have Deluded or Envious, take Envious.;;;;;;;;;;;;;card_pictures/Nocturne/Envy.jpg
Famine;Nocturne;Hex;;Reveal the top 3 cards of your deck. Discard the Actions. Shuffle the rest into your deck.;;;;;;;;;;;;;card_pictures/Nocturne/Famine.jpg
Fear;Nocturne;Hex;;If you have at least 5 cards in hand, discard an Action or Treasure (or reveal you can't).;;-1;;;;;;;;;;;card_pictures/Nocturne/Fear.jpg
Greed;Nocturne;Hex;;Gain a Copper onto your deck.;;;;;;;1;;;;;;card_pictures/Nocturne/Greed.jpg
Haunting;Nocturne;Hex;;If you have at least 4 cards in hand, put one of them onto your deck.;;-1;;;;;;;;;;;card_pictures/Nocturne/Haunting.jpg
Locusts;Nocturne;Hex;;Trash the top card of your deck. If it's Copper or Estate, gain a Curse. Otherwise, gain a cheaper card that shares a type with it.;;;;;1;;1?;1?;;;;;card_pictures/Nocturne/Locusts.jpg
Misery;Nocturne;Hex;;If this is your first Misery this game, take Miserable. Otherwise, flip it over to Twice Miserable.;;;;;;;;;-2VP;;;;card_pictures/Nocturne/Misery.jpg
Plague;Nocturne;Hex;;Gain a Curse to your hand.;;;;;;;1;;;;;;card_pictures/Nocturne/Plague.jpg
Poverty;Nocturne;Hex;;Discard down to 3 cards in hand.;;-X;;;;;;;;;;;card_pictures/Nocturne/Poverty.jpg
War;Nocturne;Hex;;Reveal cards from your deck until revealing one costing $3 or $4. Trash it and discard the rest.;;;;;1;;;;;;;;card_pictures/Nocturne/War.jpg
Deluded;Nocturne;State;;At the start of your Buy phase, return this, and you can't buy Actions this turn.;;;;;;;;;;;;;card_pictures/Nocturne/Deluded.jpg
Envious;Nocturne;State;;At the start of your Buy phase, return this, and Silver and Gold make $1 this turn.;;;;(-$x);;;;;;;;;card_pictures/Nocturne/Envious.jpg
Lost in the Woods;Nocturne;State;;At the start of your turn, you may discard a card to receive a Boon.;;-1?;;;;;;;;;;;card_pictures/Nocturne/Lost_in_the_Woods.jpg
Miserable;Nocturne;State;;-2VP;;;;;;;;;-2VP;;;;card_pictures/Nocturne/Miserable.jpg
Twice Miserable;Nocturne;State;;-4VP;;;;;;;;;-4VP;;;;card_pictures/Nocturne/Twice_Miserable.jpg
Border Guard;Renaissance;Action;$2;+1 ActionReveal the top 2 cards of your deck. Put one into your hand and discard the other. If both were Actions, take the Lantern or Horn.;+1;+1;;;;;;;;;;;card_pictures/Renaissance/Border_Guard.jpg
Ducat;Renaissance;Treasure;$2;+1 Coffers+1 BuyWhen you gain this, you may trash a Copper from your hand.;;;+1;+1;*1;;;;;;;;card_pictures/Renaissance/Ducat.jpg
Lackeys;Renaissance;Action;$2;+2 CardsWhen you gain this, +2 Villagers.;*+2;+2;;;;;;;;;;;card_pictures/Renaissance/Lackeys.jpg
Acting Troupe;Renaissance;Action;$3;+4 VillagersTrash this.;+4;;;;Self;;;;;;;;card_pictures/Renaissance/Acting_Troupe.jpg
Cargo Ship;Renaissance;Action - Duration;$3;+$2Once this turn, when you gain a card, you may set it aside face up (on this). At the start of your next turn, put it into your hand.;;N +1;;+$2;;;;;;;;;card_pictures/Renaissance/Cargo_Ship.jpg
Experiment;Renaissance;Action;$3;+2 Cards+1 ActionReturn this to the Supply.When you gain this, gain another Experiment (that doesn't come with another).;+1;+2;;;Self;;;*1;;;;;card_pictures/Renaissance/Experiment.jpg
Improve;Renaissance;Action;$3;+$2At the start of Clean-up, you may trash an Action card you would discard from play this turn, to gain a card costing exactly $1 more than it.;;;;+$2;*1?;;;1?;;;;;card_pictures/Renaissance/Improve.jpg
Flag Bearer;Renaissance;Action;$4;+$2When you gain or trash this, take the Flag.;;;;+$2;;;;;;;;;card_pictures/Renaissance/Flag_Bearer.jpg
Hideout;Renaissance;Action;$4;+1 Card+2 ActionsTrash a card from your hand. If it's a Victory card, gain a Curse.;+2;+1;;;1;;Self?;;;;;;card_pictures/Renaissance/Hideout.jpg
Inventor;Renaissance;Action;$4;Gain a card costing up to $4, then cards cost $1 less this turn (but not less than $0).;;;;R1;;;;1;;;;;card_pictures/Renaissance/Inventor.jpg
Mountain Village;Renaissance;Action;$4;"+2 ActionsLook through your discard pile and put a card from it into your hand; if you can't, +1 Card.";+2;+1;;;;;;;;;;;card_pictures/Renaissance/Mountain_Village.jpg
Patron;Renaissance;Action - Reaction;$4;"+1 Villager+$2When something causes you to reveal this (using the word ""reveal""), +1 Coffers.";+1;;;+$2*+1;;;;;;;;;card_pictures/Renaissance/Patron.jpg
Priest;Renaissance;Action;$4;+$2Trash a card from your hand. For the rest of this turn, when you trash a card, +$2.;;;;+$2,+$x;1;;;;;;;;card_pictures/Renaissance/Priest.jpg
Research;Renaissance;Action - Duration;$4;+1 ActionTrash a card from your hand. Per $1 it costs, set aside a card from your deck face down (on this). At the start of your next turn, put those cards into your hand.;+1;N +X;;;1;;;;;;;;card_pictures/Renaissance/Research.jpg
Silk Merchant;Renaissance;Action;$4;+2 Cards+1 BuyWhen you gain or trash this, +1 Coffers and +1 Villager.;*+1;+2*+1;+1;;;;;;;;;;card_pictures/Renaissance/Silk_Merchant.jpg
Old Witch;Renaissance;Action - Attack;$5;+3 CardsEach other player gains a Curse and may trash a Curse from their hand.;;+3;;;;;1;;;;;;card_pictures/Renaissance/Old_Witch.jpg
Recruiter;Renaissance;Action;$5;+2 CardsTrash a card from your hand. +1 Villager per $1 it costs.;+X;+2;;;1;;;;;;;;card_pictures/Renaissance/Recruiter.jpg
Scepter;Renaissance;Treasure;$5;"When you play this, choose one: +$2; or replay an Action card you played this turn that's still in play.";P1?;;;+$2?;;;;;;;;;card_pictures/Renaissance/Scepter.jpg
Scholar;Renaissance;Action;$5;Discard your hand. +7 Cards.;;-X,+7;;;;;;;;;;;card_pictures/Renaissance/Scholar.jpg
Sculptor;Renaissance;Action;$5;Gain a card to your hand costing up to $4. If it's a Treasure, +1 Villager.;+1?;;;;;;;1;;;;;card_pictures/Renaissance/Sculptor.jpg
Seer;Renaissance;Action;$5;+1 Card+1 ActionReveal the top 3 cards of your deck. Put the ones costing from $2 to $4 into your hand. Put the rest back in any order.;+1;+1-4;;;;;;;;;;;card_pictures/Renaissance/Seer.jpg
Spices;Renaissance;Treasure;$5;$2+1 BuyWhen you gain this, +2 Coffers.;;;+1;+$2*+2;;;;;;;;;card_pictures/Renaissance/Spices.jpg
Swashbuckler;Renaissance;Action;$5;+3 CardsIf your discard pile has any cards in it: +1 Coffers, then if you have at least 4 Coffers tokens, take the Treasure Chest.;;+3;;+1?;;;;;;;;;card_pictures/Renaissance/Swashbuckler.jpg
Treasurer;Renaissance;Action;$5;"+$3Choose one: Trash a Treasure from your hand; or gain a Treasure from the trash to your hand; or take the Key.";;;;+$3;1?;;;1?;;;;;card_pictures/Renaissance/Treasurer.jpg
Villain;Renaissance;Action - Attack;$5;+2 CoffersEach other player with 5 or more cards in hand discards one costing $2 or more (or reveals they can't).;;;;+2;;;;;;;;;card_pictures/Renaissance/Villain.jpg
Flag;Renaissance;Artifact;;When drawing your hand, +1 Card.;;+1;;;;;;;;;;;card_pictures/Renaissance/Flag.jpg
Horn;Renaissance;Artifact;;Once per turn, when you discard a Border Guard from play, you may put it onto your deck.;;;;;;;;;;;;;card_pictures/Renaissance/Horn.jpg
Key;Renaissance;Artifact;;At the start of your turn, +$1.;;;;+$1;;;;;;;;;card_pictures/Renaissance/Key.jpg
Lantern;Renaissance;Artifact;;Border Guards you play reveal 3 cards and discard 2. (It takes all 3 being Actions to take the Horn.);;;;;;;;;;;;;card_pictures/Renaissance/Lantern.jpg
Treasure Chest;Renaissance;Artifact;;At the start of your Buy phase, gain a Gold.;;;;;;;;1;;;;;card_pictures/Renaissance/Treasure_Chest.jpg
Cathedral;Renaissance;Project;$3;At the start of your turn, trash a card from your hand.;;;;;N... 1;;;;;;;;card_pictures/Renaissance/Cathedral.jpg
City Gate;Renaissance;Project;$3;At the start of your turn, +1 Card, then put a card from your hand onto your deck.;;N... +1,-1;;;;;;;;;;;card_pictures/Renaissance/City_Gate.jpg
Pageant;Renaissance;Project;$3;At the end of your Buy phase, you may pay $1 for +1 Coffers.;;;;N... (-$1, +1)?;;;;;;;;;card_pictures/Renaissance/Pageant.jpg
Sewers;Renaissance;Project;$3;When you trash a card other than with this, you may trash a card from your hand.;;;;;**1?;;;;;;;;card_pictures/Renaissance/Sewers.jpg
Star Chart;Renaissance;Project;$3;When you shuffle, you may pick one of the cards to go on top.;;;;;;;;;;;;;card_pictures/Renaissance/Star_Chart.jpg
Exploration;Renaissance;Project;$4;At the end of your Buy phase, if you didn't buy any cards, +1 Coffers and +1 Villager.;**+1?;;;**+1?;;;;;;;;;card_pictures/Renaissance/Exploration.jpg
Fair;Renaissance;Project;$4;At the start of your turn, +1 Buy.;;;N... +1;;;;;;;;;;card_pictures/Renaissance/Fair.jpg
Silos;Renaissance;Project;$4;At the start of your turn, discard any number of Coppers, revealed, and draw that many cards.;;N... -X,+X;;;;;;;;;;;card_pictures/Renaissance/Silos.jpg
Sinister Plot;Renaissance;Project;$4;At the start of your turn, add a token here, or remove your tokens here for +1 Card each.;;N... +X?;;;;;;;;;;;card_pictures/Renaissance/Sinister_Plot.jpg
Academy;Renaissance;Project;$5;When you gain an Action card, +1 Villager.;**+1;;;;;;;;;;;;card_pictures/Renaissance/Academy.jpg
Capitalism;Renaissance;Project;$5;During your turns, Actions with +$ amounts in their text are also Treasures.;;;;;;;;;;;;;card_pictures/Renaissance/Capitalism.jpg
Fleet;Renaissance;Project;$5;After the game ends, there's an extra round of turns just for players with this.;;;;;;;;;;;;;card_pictures/Renaissance/Fleet.jpg
Guildhall;Renaissance;Project;$5;When you gain a Treasure, +1 Coffers.;;;;**+1;;;;;;;;;card_pictures/Renaissance/Guildhall.jpg
Piazza;Renaissance;Project;$5;At the start of your turn, reveal the top card of your deck. If it's an Action, play it.;N... P1?;N... P1?;;;;;;;;;;;card_pictures/Renaissance/Piazza.jpg
Road Network;Renaissance;Project;$5;When another player gains a Victory card, +1 Card.;;**+1;;;;;;;;;;;card_pictures/Renaissance/Road_Network.jpg
Barracks;Renaissance;Project;$6;At the start of your turn, +1 Action.;N... +1;;;;;;;;;;;;card_pictures/Renaissance/Barracks.jpg
Crop Rotation;Renaissance;Project;$6;At the start of your turn, you may discard a Victory card for +2 Cards.;;N... -1?,+2?;;;;;;;;;;;card_pictures/Renaissance/Crop_Rotation.jpg
Innovation;Renaissance;Project;$6;The first time you gain an Action card in each of your turns, you may set it aside. If you do, play it.;**P1?;;;;;;;;;;;;card_pictures/Renaissance/Innovation.jpg
Canal;Renaissance;Project;$7;During your turns, cards cost $1 less, but not less than $0.;;;;R1, N... R1;;;;;;;;;card_pictures/Renaissance/Canal.jpg
Citadel;Renaissance;Project;$8;The first time you play an Action card during each of your turns, play it again afterward.;**P1;;;;;;;;;;;;card_pictures/Renaissance/Citadel.jpg
Black Cat;Menagerie;Action - Attack - Reaction;$2;+2 CardsIf it isn't your turn, each other player gains a Curse.When another player gains a Victory card, you may play this from your hand.;;+2;;;;;1?;;;;;;card_pictures/Menagerie/Black_Cat.jpg
Sleigh;Menagerie;Action - Reaction;$2;Gain 2 Horses.When you gain a card, you may discard this, to put that card into your hand or onto your deck.;;;;;;;;2;;;;;card_pictures/Menagerie/Sleigh.jpg
Supplies;Menagerie;Treasure;$2;$1When you play this, gain a Horse onto your deck.;;;;+$1;;;;1;;;;;card_pictures/Menagerie/Supplies.jpg
Horse;Menagerie;Action;$3*;+2 Cards+1 ActionReturn this to its pile.(This is not in the Supply.);+1;+2;;;;;;;;;;;card_pictures/Menagerie/Horse.jpg
Camel Train;Menagerie;Action;$3;Exile a non-Victory card from the Supply.When you gain this, Exile a Gold from the Supply.;;;;;;;;;;;;;card_pictures/Menagerie/Camel_Train.jpg
Goatherd;Menagerie;Action;$3;+1 ActionYou may trash a card from your hand.+1 Card per card the player to your right trashed on their last turn.;+1;+X;;;1?;;;;;;;;card_pictures/Menagerie/Goatherd.jpg
Scrap;Menagerie;Action;$3;"Trash a card from your hand. Choose a different thing per $1 it costs: +1 Card; +1 Action; +1 Buy; +$1; gain a Silver; gain a Horse.";+1?;+1?;+1?;+$1?;1;;;0-2;;;;;card_pictures/Menagerie/Scrap.jpg
Sheepdog;Menagerie;Action - Reaction;$3;+2 CardsWhen you gain a card, you may play this from your hand.;;+2;;;;;;;;;;;card_pictures/Menagerie/Sheepdog.jpg
Snowy Village;Menagerie;Action;$3;+1 Card+4 Actions+1 BuyIgnore any further +Actions you get this turn.;+4, -X;+1;+1;;;;;;;;;;card_pictures/Menagerie/Snowy_Village.jpg
Stockpile;Menagerie;Treasure;$3;$3+1 BuyWhen you play this, Exile it.;;;+1;+$3;;Self;;;;;;;card_pictures/Menagerie/Stockpile.jpg
Bounty Hunter;Menagerie;Action;$4;+1 ActionExile a card from your hand. If you didn't have a copy of it in Exile, +$3.;+1;;;+$3?;;1;;;;;;;card_pictures/Menagerie/Bounty_Hunter.jpg
Cardinal;Menagerie;Action - Attack;$4;+$2Each other player reveals the top 2 cards of their deck, Exiles one costing from $3 to $6, and discards the rest.;;;;+$2;;;;;;;;;card_pictures/Menagerie/Cardinal.jpg
Cavalry;Menagerie;Action;$4;Gain 2 Horses.When you gain this, +2 Cards, +1 Buy, and if it's your Buy phase return to your Action phase.;;*+2;*+1;;;;;2;;;;;card_pictures/Menagerie/Cavalry.jpg
Groom;Menagerie;Action;$4;"Gain a card costing up to $4 If it's an...Action card, gain a Horse;Treasure card, gain a Silver;Victory card, +1 Card and +1 Action.";+1?;+1?;;;;;;1, 1?;;;;;card_pictures/Menagerie/Groom.jpg
Hostelry;Menagerie;Action;$4;+1 Card+2 ActionsWhen you gain this, you may discard any number of Treasures, revealed, to gain that many Horses.;+2;+1*-X;;;;;;*X;;;;;card_pictures/Menagerie/Hostelry.jpg
Village Green;Menagerie;Action - Duration - Reaction;$4;Either now or at the start of your next turn, +1 Card and +2 Actions.When you discard this other than during Clean-up, you may play it.;+2?, N+2?;+1?, N+1?;;;;;;;;;;;card_pictures/Menagerie/Village_Green.jpg
Fisherman;Menagerie;Action;$5*;+1 Card+1 Action+$1During your turns, if your discard pile is empty, this card cost $3 less.;+1;+1;;+$1;;;;;;;;;card_pictures/Menagerie/Fisherman.jpg
Hunting Lodge;Menagerie;Action;$5;+1 Card+2 ActionYou may discard your hand for +5 Cards.;+2;+1, -X+5?;;;;;;;;;;;card_pictures/Menagerie/Hunting_Lodge.jpg
Barge;Menagerie;Action - Duration;$5;Either now or at the start of your next turn, +3 Cards and +1 Buy.;;+3?, N+3?;+1? , N+1?;;;;;;;;;;card_pictures/Menagerie/Barge.jpg
Coven;Menagerie;Action - Attack;$5;+1 Action+$2Each other player Exiles a Curse from the Supply. If they can't, they discard their Exiled Curses.;+1;;;+$2;;;1*;;;;;;card_pictures/Menagerie/Coven.jpg
Displace;Menagerie;Action;$5;Exile a card from your hand. Gain a differently named card costing up to $2 more than it.;;;;;;1;;1;;;;;card_pictures/Menagerie/Displace.jpg
Falconer;Menagerie;Action - Reaction;$5;Gain a card to your hand costing less than this.When any player gains a card with 2 or more types (Action, Attack, etc.), you may play this from your hand.;;;;;;;;1;;;;;card_pictures/Menagerie/Falconer.jpg
Gatekeeper;Menagerie;Action - Duration - Attack;$5;At the start of your next turn, +$3. Until then, when another player gains an Action or Treasure card they don't have an Exiled copy of, they Exile it.;;;;N +$3;;;;;;;;;card_pictures/Menagerie/Gatekeeper.jpg
Kiln;Menagerie;Action;$5;+$2The next time you play a card this turn, you may first gain a copy of it.;;;;+$2;;;;1?;;;;;card_pictures/Menagerie/Kiln.jpg
Livery;Menagerie;Action;$5;+$3This turn, when you gain a card costing $4 or more, gain a Horse.;;;;+$3;;;;1?;;;;;card_pictures/Menagerie/Livery.jpg
Mastermind;Menagerie;Action - Duration;$5;At the start of your next turn, you may play an Action card from your hand three times.;N P3;;;;;;;;;;;;card_pictures/Menagerie/Mastermind.jpg
Paddock;Menagerie;Action;$5;+$2Gain 2 Horses.+1 Action per empty Supply pile.;+X;;;+$2;;;;2;;;;;card_pictures/Menagerie/Paddock.jpg
Sanctuary;Menagerie;Action;$5;+1 Card+1 Action+1 BuyYou may Exile a card from your hand.;+1;+1;+1;;;1?;;;;;;;card_pictures/Menagerie/Sanctuary.jpg
Destrier;Menagerie;Action;$6*;+2 Cards+1 ActionDuring your turn, this costs $1 less per card you've gained this turn.;+1;+2;;;;;;;;;;;card_pictures/Menagerie/Destrier.jpg
Wayfarer;Menagerie;Action;$6*;+3 CardsYou may gain a Silver.This has the same cost as the last other card gained this turn, if any.;;+3;;;;;;1?;;;;;card_pictures/Menagerie/Wayfarer.jpg
Animal Fair;Menagerie;Action;$7*;+$4+1 Buy per empty supply pile.Instead of paying this card's cost, you may trash an Action card from your hand.;;;X;+$4;;;;;;;;;card_pictures/Menagerie/Animal_Fair.jpg
Delay;Menagerie;Event;$0;You may set aside an Action card from your hand. At the start of next turn, play it.;;;;;;;;;;;;;card_pictures/Menagerie/Delay.jpg
Desperation;Menagerie;Event;$0;Once per turn: You may gain a Curse. If you do, +1 Buy and +$2;;;+1?;+$2?;;;Self;1?;;;;;card_pictures/Menagerie/Desperation.jpg
Gamble;Menagerie;Event;$2;+1 BuyReveal the top card of your deck. It it's a Treasure or Action, you may play it. Otherwise, discard it.;;;+1;;;;;;;;;;card_pictures/Menagerie/Gamble.jpg
Pursue;Menagerie;Event;$2;+1 BuyName a card. Reveal the top 4 cards from your deck. Put the matches back and discard the rest.;;;+1;;;;;;;;;;card_pictures/Menagerie/Pursue.jpg
Ride;Menagerie;Event;$2;Gain a Horse.;;;;;;;;1;;;;;card_pictures/Menagerie/Ride.jpg
Toil;Menagerie;Event;$2;+1 BuyYou may play an Action card from your hand.;P1?;;+1;;;;;;;;;;card_pictures/Menagerie/Toil.jpg
Enhance;Menagerie;Event;$3;You may trash a non-Victory card from your hand, to gain a card costing up to $2 more than it.;;;;;1?;;;1?;;;;;card_pictures/Menagerie/Enhance.jpg
March;Menagerie;Event;$3;Look through your discard pile. You may play an Action card from it.;P1?;;;;;;;;;;;;card_pictures/Menagerie/March.jpg
Transport;Menagerie;Event;$3;"Choose one: Exile an Action card from the Supply; or put an Action card you have in Exile onto your deck.";;;;;;1?;;;;;;;card_pictures/Menagerie/Transport.jpg
Banish;Menagerie;Event;$4;Exile any number of cards with the same name from your hand.;;;;;;X;;;;;;;card_pictures/Menagerie/Banish.jpg
Bargain;Menagerie;Event;$4;Gain a non-Victory card costing up to $5. Each other player gains a Horse.;;;;;;;;1;;;;;card_pictures/Menagerie/Bargain.jpg
Invest;Menagerie;Event;$4;Exile an Action card from the Supply. While it's in Exile, when another player gains or Invests in a copy of it, +2 Cards.;;;;;;1;;;;;;;card_pictures/Menagerie/Invest.jpg
Seize the Day;Menagerie;Event;$4;Once per game: Take an extra turn after this one.;;;;;;;;;;;;;card_pictures/Menagerie/Seize_the_Day.jpg
Commerce;Menagerie;Event;$5;Gain a Gold per differently named card you've gained this turn.;;;;;;;;X;;;;;card_pictures/Menagerie/Commerce.jpg
Demand;Menagerie;Event;$5;Gain a Horse and a card costing up to $4, both onto your deck.;;;;;;;;2;;;;;card_pictures/Menagerie/Demand.jpg
Stampede;Menagerie;Event;$5;If you have 5 or fewer cards in play, gain 5 Horses onto your deck.;;;;;;;;5;;;;;card_pictures/Menagerie/Stampede.jpg
Reap;Menagerie;Event;$7;Gain a Gold. Set it aside. If you do, at the start of your next turn, play it.;;;;(N +$3);;;;1;;;;;card_pictures/Menagerie/Reap.jpg
Enclave;Menagerie;Event;$8;Gain a Gold. Exile a Duchy from the Supply.;;;;;;1;;1;(+3VP);;;;card_pictures/Menagerie/Enclave.jpg
Alliance;Menagerie;Event;$10;Gain a Province, a Duchy, an Estate, a Gold, a Silver, and a Copper;;;;;;;;6;(+10VP);;;;card_pictures/Menagerie/Alliance.jpg
Populate;Menagerie;Event;$10;Gain one card from each Action Supply pile.;;;;;;;;X;;;;;card_pictures/Menagerie/Populate.jpg
Way of the Butterfly;Menagerie;Way;;You may return this to its pile to gain a card costing exactly $1 more than it.;;;;;;;;1;;;;;card_pictures/Menagerie/Way_of_the_Butterfly.jpg
Way of the Camel;Menagerie;Way;;Exile a Gold from the Supply;;;;;;1;;;;;;;card_pictures/Menagerie/Way_of_the_Camel.jpg
Way of the Chameleon;Menagerie;Way;;"Follow this card's instructions; each time that would give you +Cards this turn, you get +$ instead, and vice-versa.";;-X, +X;;-$x, +$x;;;;;;;;;card_pictures/Menagerie/Way_of_the_Chameleon.jpg
Way of the Frog;Menagerie;Way;;+1 ActionWhen you discard this from play this turn, put it onto your deck.;+1;;;;;;;;;;;;card_pictures/Menagerie/Way_of_the_Frog.jpg
Way of the Goat;Menagerie;Way;;Trash a card from your hand.;;;;;1;;;;;;;;card_pictures/Menagerie/Way_of_the_Goat.jpg
Way of the Horse;Menagerie;Way;;+2 Cards+1 ActionReturn this to its pile.;+1;+2;;;Self;;;;;;;;card_pictures/Menagerie/Way_of_the_Horse.jpg
Way of the Mole;Menagerie;Way;;+1 ActionDiscard your hand. +3 Cards.;+1;-X, +3;;;;;;;;;;;card_pictures/Menagerie/Way_of_the_Mole.jpg
Way of the Monkey;Menagerie;Way;;+1 Buy+$1;;;+1;+$1;;;;;;;;;card_pictures/Menagerie/Way_of_the_Monkey.jpg
Way of the Mouse;Menagerie;Way;;Play the set-aside card, leaving it there.Setup: Set aside an unused Action costing $2 or $3.;;;;;;;;;;;;;card_pictures/Menagerie/Way_of_the_Mouse.jpg
Way of the Mule;Menagerie;Way;;+1 Action+$1;+1;;;+$1;;;;;;;;;card_pictures/Menagerie/Way_of_the_Mule.jpg
Way of the Otter;Menagerie;Way;;+2 Cards;;+2;;;;;;;;;;;card_pictures/Menagerie/Way_of_the_Otter.jpg
Way of the Ox;Menagerie;Way;;+2 Actions;+2;;;;;;;;;;;;card_pictures/Menagerie/Way_of_the_Ox.jpg
Way of the Owl;Menagerie;Way;;Draw until you have 6 cards in your hand.;;+X;;;;;;;;;;;card_pictures/Menagerie/Way_of_the_Owl.jpg
Way of the Pig;Menagerie;Way;;+1 Card+1 Action;+1;+1;;;;;;;;;;;card_pictures/Menagerie/Way_of_the_Pig.jpg
Way of the Rat;Menagerie;Way;;You may discard a Treasure to gain a copy of this.;;-1;;;;;;1;;;;;card_pictures/Menagerie/Way_of_the_Rat.jpg
Way of the Seal;Menagerie;Way;;+$1This turn, when you gain a card, you may put it onto your deck.;;;;+$1;;;;;;;;;card_pictures/Menagerie/Way_of_the_Seal.jpg
Way of the Sheep;Menagerie;Way;;+$2;;;;+$2;;;;;;;;;card_pictures/Menagerie/Way_of_the_Sheep.jpg
Way of the Squirrel;Menagerie;Way;;+2 Cards at the end of this turn.;;N +2;;;;;;;;;;;card_pictures/Menagerie/Way_of_the_Squirrel.jpg
Way of the Turtle;Menagerie;Way;;Set this aside. If you did, play it at the start of your next turn.;;;;;;;;;;;;;card_pictures/Menagerie/Way_of_the_Turtle.jpg
Way of the Worm;Menagerie;Way;;Exile an Estate from the Supply.;;;;;;1;;;(+1VP);;;;card_pictures/Menagerie/Way_of_the_Worm.jpg
Bauble;Allies;Treasure - Liaison;$2;"Choose two different options:+1 Buy; +$1; +1 Favor; this turn, when you gain a card, you may put it onto your deck.";;;+1?;+$1?;;;;;;;;;card_pictures/Allies/Bauble.jpg
Sycophant;Allies;Action - Liaison;$2;+1 ActionDiscard 3 cards. If you discarded at least one, +$3.When you gain or trash this, +2 Favors.;+1;-3;;+$3?;;;;;;;;;card_pictures/Allies/Sycophant.jpg
Merchant Camp;Allies;Action;$3;+2 Actions+$1When you discard this from play, you may put it onto your deck.;+2;;;+$1;;;;;;;;;card_pictures/Allies/Merchant_Camp.jpg
Importer;Allies;Action - Duration - Liaison;$3;At the start of your next turn, gain a card costing up to $5.Setup: Each player gets +4 Favors.;;;;;;;;1;;;;;card_pictures/Allies/Importer.jpg
Sentinel;Allies;Action;$3;Look at the top 5 cards of your deck. You may trash up to 2 of them. Put the rest back in any order.;;;;;0-2;;;;;;;;card_pictures/Allies/Sentinel.jpg
